SYMBOL
GANGOTRI
GARDENSILK
GARWALLROP
GATI
GAYAPROJ
GDL
GEECEE
GEMINI
GENESYS
GENUSPAPER
GENUSPOWER
GEOJITFSL
GEPIL
GESHIP
GET&D
GHCL
GICHSGFIN
GICRE
GILLANDERS
GILLETTE
GINNIFILA
GIPCL
GISOLUTION
GITANJALI
GKWLIMITED
GLAXO
GLENMARK
GLFL
GLOBALVECT
GLOBOFFS
GLOBUSSPR
GMBREW
GMDCLTD
GMRINFRA
GNA
GNFC
GOACARBON
GOCLCORP
GODFRYPHLP
GODREJAGRO
GODREJCP
GODREJIND
GODREJPROP
GOENKA
GOKEX
GOKUL
GOKULAGRO
GOLDENTOBC
GOLDIAM
GOLDINFRA
GOLDTECH
GOODLUCK
GPIL
GPPL
GPTINFRA
GRANULES
GRAPHITE
GRASIM
GRAVITA
GREAVESCOT
GREENLAM
GREENPLY
GREENPOWER
GRINDWELL
GROBTEA
GRPLTD
GRUH
GSCLCEMENT
GSFC
GSFC
GSKCONS
GSPL
GSS
GTL
GTLINFRA
GTNIND
GTNTEX
GTPL
GUFICBIO
GUJALKALI
GUJAPOLLO
GUJFLUORO
GUJGASLTD
GUJNRECOKE
GUJNREDVR
GULFOILLUB
GULFPETRO
GULPOLY
GVKPIL
HANUNG
HARITASEAT
HARRMALAYA
HATHWAY
HATSUN
HAVELLS
HBLPOWER
HBSTOCK
HCC
HCG
HCL-INSYS
HCLTECH
HDFC
HDFCBANK
HDFCBANK
HDIL
HEG
HEIDELBERG
HERCULES
HERITGFOOD
HEROMOTOCO
HESTERBIO
HEXATRADEX
HEXAWARE
HFCL
HGS
HIGHGROUND
HIKAL
HIL
HILTON
HIMATSEIDE
HINDALCO
HINDCOMPOS
HINDCOPPER
HINDDORROL
HINDMOTORS
HINDNATGLS
HINDOILEXP
HINDPETRO
HINDSYNTEX
HINDUJAVEN
HINDUNILVR
HINDZINC
HIRECT
HISARMETAL
HITECHCORP
HITECHGEAR
HMT
HMVL
HONAUT
HONDAPOWER
HOTELEELA
HOTELRUGBY
HOVS
HPL
HSCL
HSIL
HTMEDIA
HUBTOWN
HUDCO
IBREALEST
IBULHSGFIN
IBVENTURES
ICICIBANK
ICICIGI
ICICIPRULI
ICIL
ICRA
ICSA
IDBI
IDEA
IDFC
IDFCBANK
IEX
IFBAGRO
IFBIND
IFCI
IGARASHI
IGL
IGPL
IIFL
IITL
IL&FSENGG
IL&FSTRANS
IMFA
IMPAL
INDBANK
INDHOTEL
INDIACEM
INDIAGLYCO
INDIANB
INDIANCARD
INDIANHUME
INDIGO
INDLMETER
INDNIPPON
INDOCO
INDORAMA
INDOSOLAR
INDOTECH
INDOTHAI
INDOWIND
INDRAMEDCO
INDSWFTLAB
INDSWFTLTD
INDTERRAIN
INDUSINDBK
INEOSSTYRO
INFIBEAM
INFINITE
INFRATEL
INFY
INGERRAND
INOXLEISUR
INOXWIND
INSECTICID
INTEGRA
INTELLECT
INTENTECH
INVENTURE
IOB
IOC
IOLCP
IPAPPM
IPCALAB
IRB
ISFT
ISMTLTD
ITC
ITDC
ITDCEM
ITI
IVC
IVP
IVRCLINFRA
IZMO
J&KBANK
JAGRAN
JAGSNPHARM
JAIBALAJI
JAICORPLTD
JAIHINDPRO
JAINSTUDIO
JAMNAAUTO
JAYAGROGN
JAYBARMARU
JAYNECOIND
JAYSREETEA
JBCHEPHARM
JBFIND
JBMA
JCHAC
JENSONICOL
JETAIRWAYS
JHS
JINDALPHOT
JINDALPOLY
JINDALSAW
JINDALSTEL
JINDCOT
JINDRILL
JINDWORLD
JISLDVREQS
JISLJALEQS
JITFINFRA
JKCEMENT
JKIL
JKLAKSHMI
JKPAPER
JKTYRE
JMA
JMCPROJECT
JMFINANCIL
JMTAUTOLTD
JOCIL
JPASSOCIAT
JPINFRATEC
JPOLYINVST
JPPOWER
JSL
JSLHISAR
JSWENERGY
JSWHL
JSWHL
JSWSTEEL
JUBILANT
JUBLFOOD
JUBLINDS
JUSTDIAL
JVLAGRO
JYOTHYLAB
JYOTISTRUC
KABRAEXTRU
KAJARIACER
KAKATCEM
KALPATPOWR
KALYANI
KALYANIFRG
KAMATHOTEL
KAMDHENU
KANANIIND
KANORICHEM
KANSAINER
KARMAENG
KARURVYSYA
KAVVERITEL
KAYA
KCP
KCPSUGIND
KDDL
KEC
KECL
KEI
KELLTONTEC
KERNEX
KESARENT
KESORAMIND
KEYCORPSER
KGL
KHAITANELE
KHAITANLTD
KHANDSE
KICL
KILITCH
KINGFA
KIOCL
KIRIINDUS
KIRLOSBROS
KIRLOSENG
KIRLOSIND
KITEX
KKCL
KMSUGAR
KNRCON
KOHINOOR
KOKUYOCMLN
KOLTEPATIL
KOPRAN
KOTAKBANK
KOTARISUG
KOTHARIPET
KOTHARIPRO
KPIT
KPRMILL
KRBL
KREBSBIO
KRIDHANINF
KSBPUMPS
KSCL
KSERASERA
KSK
KSL
KTIL
KTKBANK
KWALITY
L&TFH
LAKPRE
LAKSHMIEFL
LAKSHVILAS
LALPATHLAB
LAMBODHARA
LAOPALA
LASA
LAURUSLABS
LAXMIMACH
LCCINFOTEC
LEEL
LFIC
LGBBROSLTD
LIBERTSHOE
LICHSGFIN
LINCOLN
LINCPEN
LINDEINDIA
LITL
LML
LOKESHMACH
LOTUSEYE
LOVABLE
LPDC
LSIL
LT
LTI
LTTS
LUMAXIND
LUMAXTECH
LUPIN
LUXIND
LYCOS
LYKALABS
LYPSAGEMS
M&M
M&MFIN
MAANALU
MADHAV
MADHUCON
MADRASFERT
MAGADSUGAR
MAGMA
MAGNUM
MAHABANK
MAHASTEEL
MAHINDCIE
MAHLIFE
MAHSCOOTER
MAHSEAMLES
MAITHANALL
MAJESCO
MALUPAPER
MANAKALUCO
MANAKCOAT
MANAKINDST
MANAKSIA
MANAKSTEEL
MANALIPETC
MANAPPURAM
MANDHANA
MANGALAM
MANGCHEFER
MANGLMCEM
MANGTIMBER
MANINDS
MANINFRA
MANPASAND
MANUGRAPH
MARALOVER
MARATHON
MARICO
MARKSANS
MARUTI
MASFIN
MASKINVEST
MASTEK
MATRIMONY
MAWANASUG
MAXINDIA
MAXVIL
MAYURUNIQ
MAZDA
MBECL
MBLINFRA
MCDHOLDING
MCDOWELL-N
MCLEODRUSS
MCX
MEGASOFT
MEGH
MELSTAR
MENONBE
MEP
MERCATOR
MERCK
METALFORGE
METKORE
MFSL
MGL
MHRIL
MIC
MINDACORP
MINDAIND
MINDTECK
MINDTREE
MIRCELECTR
MIRZAINT
MMFL
MMTC
MOHITIND
MOHOTAMILL
MOIL
MOLDTECH
MOLDTKPAC
MONNETISPA
MONSANTO
MONTECARLO
MORARJEE
MOREPENLAB
MOSERBAER
MOTHERSUMI
MOTILALOFS
MOTOGENFIN
MPHASIS
MPSLTD
MRF
MRO-TEK
MRPL
MSPL
MTEDUCARE
MTNL
MUKANDENGG
MUKANDLTD
MUKTAARTS
MUNJALAU
MUNJALSHOW
MURUDCERA
MUTHOOTCAP
MUTHOOTFIN
NACLIND
NAGAFERT
NAGAROIL
NAGREEKCAP
NAGREEKEXP
NAHARCAP
NAHARINDUS
NAHARPOLY
NAHARSPING
NAKODA
NATCOPHARM
NATHBIOGEN
NATIONALUM
NATNLSTEEL
NAUKRI
NAVINFLUOR
NAVKARCORP
NAVNETEDUL
NBCC
NBIFIN
NBVENTURES
NCC
NCLIND
NDGL
NDL
NDTV
NECCLTD
NECLIFE
NELCAST
NELCO
NESCO
NESTLEIND
NETWORK18
NEULANDLAB
NEXTMEDIA
NFL
NH
NHPC
NIBL
NIITLTD
NIITTECH
NILAINFRA
NILKAMAL
NIPPOBATRY
NIRAJISPAT
NITCO
NITESHEST
NITINFIRE
NITINSPIN
NKIND
NLCINDIA
NMDC
NOCIL
NOIDATOLL
NORBTEAEXP
NRAIL
NRBBEARING
NSIL
NTL
NTPC
NUCLEUS
NUTEK
OBEROIRLTY
OCCL
OCL
OFSS
OIL
OILCOUNTUB
OISL
OMAXAUTO
OMAXE
OMKARCHEM
OMMETALS
ONELIFECAP
ONGC
ONMOBILE
ONWARDTEC
OPTIEMUS
OPTOCIRCUI
ORBTEXP
ORCHIDPHAR
ORICONENT
ORIENTABRA
ORIENTALTL
ORIENTBANK
ORIENTBELL
ORIENTCEM
ORIENTHOT
ORIENTLTD
ORIENTPPR
ORIENTREF
ORISSAMINE
ORTEL
ORTINLABSS
PAEL
PAGEIND
PALASHSECU
PALREDTEC
PANACEABIO
PANAMAPET
PANORAMUNI
PAPERPROD
PARABDRUGS
PARACABLES
PARAGMILK
PARSVNATH
PATELENG
PATINTLOG
PATSPINLTD
PBAINFRA
PCJEWELLER
PDMJEPAPER
PDPL
PDSMFL
PDUMJEIND
PDUMJEPULP
PEARLPOLY
PEL
PENIND
PENINLAND
PENPEBS
PERSISTENT
PETRONENGG
PETRONET
PFC
PFIZER
PFOCUS
PFS
PGEL
PGHH
PGIL
PHILIPCARB
PHOENIXLTD
PIDILITIND
PIIND
PILANIINVS
PILITA
PINCON
PIONDIST
PIONEEREMB
PITTILAM
PKTEA
PLASTIBLEN
PNB
PNBGILTS
PNBHOUSING
PNC
PNCINFRA
POCHIRAJU
PODDARHOUS
PODDARMENT
POKARNA
POLARIS
POLYMED
POLYPLEX
PONNIERODE
POWERGRID
POWERMECH
PPAP
PRABHAT
PRADIP
PRAENG
PRAJIND
PRAKASH
PRAKASHCON
PRATIBHA
PRECAM
PRECOT
PRECWIRE
PREMEXPLN
PREMIER
PREMIERPOL
PRESSMN
PRESTIGE
PRICOLLTD
PRIMESECU
PRISMCEM
PROVOGE
PROZONINTU
PSB
PSL
PSPPROJECT
PTC
PTL
PUNJABCHEM
PUNJLLOYD
PURVA
PVP
PVR
QUESS
QUICKHEAL
QUINTEGRA
RADAAN
RADICO
RADIOCITY
RAIN
RAINBOWPAP
RAJESHEXPO
RAJOIL
RAJRAYON
RAJSREESUG
RAJTV
RAJVIR
RALLIS
RAMANEWS
RAMASTEEL
RAMCOCEM
RAMCOIND
RAMCOSYS
RAMKY
RAMSARUP
RANASUG
RANEENGINE
RANEHOLDIN
RATNAMANI
RAYMOND
RBL
RBLBANK
RCF
RCOM
RECLTD
REDINGTON
REFEX
REGENCERAM
RELAXO
RELCAPITAL
RELIANCE
RELIGARE
RELINFRA
REMSONSIND
RENUKA
REPCOHOME
REPRO
RESPONIND
REVATHI
RHFL
RICOAUTO
RIIL
RJL
RKDL
RKFORGE
RMCL
RML
RNAM
RNAVAL
ROHLTD
ROLLT
ROLTA
ROSSELLIND
RPGLIFE
RPOWER
RPPINFRA
RSSOFTWARE
RSWM
RSYSTEMS
RTNINFRA
RTNPOWER
RUBYMILLS
RUCHINFRA
RUCHIRA
RUCHISOYA
RUPA
RUSHIL
SABEVENTS
SABTN
SADBHAV
SADBHIN
SAGCEM
SAIL
SAKHTISUG
SAKSOFT
SAKUMA
SALASAR
SALONA
SALORAINTL
SALSTEEL
SALZERELEC
SAMBHAAV
SAMTEL
SANCO
SANDESH
SANGAMIND
SANGHIIND
SANGHVIFOR
SANGHVIMOV
SANOFI
SANWARIA
SARDAEN
SAREGAMA
SARLAPOLY
SASKEN
SASTASUNDR
SATHAISPAT
SATIN
SBILIFE
SBIN
SCAPDVR
SCHAEFFLER
SCHAND
SCHNEIDER
SCI
SDBL
SEAMECLTD
SEINV
SELAN
SELMCL
SEPOWER
SEQUENT
SERVALL
SESHAPAPER
SETCO
SEZAL
SFL
SGFL
SGL
SHAHALLOYS
SHAKTIPUMP
SHALPAINTS
SHANKARA
SHANTIGEAR
SHARDACROP
SHARDAMOTR
SHARONBIO
SHEMAROO
SHILPAMED
SHILPI
SHIRPUR-G
SHIVAMAUTO
SHK
SHOPERSTOP
SHREECEM
SHREEPUSHK
SHREERAMA
SHREYANIND
SHREYAS
SHRIPISTON
SHRIRAMCIT
SHRIRAMEPC
SHYAMCENT
SHYAMTEL
SICAGEN
SICAL
SIEMENS
SIGNET
SIL
SILINV
SIMBHALS
SIMPLEX
SIMPLEXINF
SINTEX
SIS
SITASHREE
SITINET
SIYSIL
SJVN
SKFINDIA
SKIL
SKIPPER
SKMEGGPROD
SMARTLINK
SMLISUZU
SMPL
SMSLIFE
SMSPHARMA
SNOWMAN
SOBHA
SOLARINDS
SOMANYCERA
SOMATEX
SOMICONVEY
SONASTEER
SONATSOFTW
SORILHOLD
SORILINFRA
SOTL
SOUTHBANK
SPAL
SPARC
SPECIALITY
SPENTEX
SPHEREGSL
SPIC
SPICEMOBI
SPLIL
SPMLINFRA
SPTL
SPYL
SQSBFSI
SREEL
SREINFRA
SRF
SRHHYPOLTD
SRIPIPES
SRSLTD
SRTRANSFIN
SSWL
STAMPEDE
STAR
STARCEMENT
STARPAPER
STCINDIA
STEELXIND
STEL
STERLINBIO
STERTOOLS
STINDIA
STRTECH
SUBEX
SUBROS
SUDARSCHEM
SUJANAUNI
SUMEETINDS
SUMMITSEC
SUNCLAYLTD
SUNDARAM
SUNDARMFIN
SUNDRMBRAK
SUNDRMFAST
SUNFLAG
SUNILHITEC
SUNPHARMA
SUNTECK
SUNTV
SUPERHOUSE
SUPERSPIN
SUPPETRO
SUPRAJIT
SUPREMEIND
SUPREMEINF
SUPREMETEX
SURANACORP
SURANAIND
SURANASOL
SURANAT&P
SURYALAXMI
SURYAROSNI
SUTLEJTEX
SUVEN
SUZLON
SWANENERGY
SWARAJENG
SWELECTES
SYMPHONY
SYNCOM
SYNDIBANK
SYNGENE
TAINWALCHM
TAJGVK
TAKE
TALBROAUTO
TALWALKARS
TANLA
TANTIACONS
TARAJEWELS
TARAPUR
TARMAT
TASTYBITE
TATACHEM
TATACHEM
TATACOFFEE
TATACOMM
TATAELXSI
TATAGLOBAL
TATAINVEST
TATAMETALI
TATAMOTORS
TATAMTRDVR
TATAPOWER
TATASPONGE
TATASTEEL
TBZ
TCI
TCIDEVELOP
TCIEXP
TCIFINANCE
TCPLPACK
TCS
TDPOWERSYS
TEAMLEASE
TECHIN
TECHM
TECHNO
TECHNOFAB
TEJASNET
TERASOFT
TEXINFRA
TEXMOPIPES
TEXRAIL
TFCILTD
TFL
TGBHOTELS
THANGAMAYL
THEMISMED
THERMAX
THIRUSUGAR
THOMASCOOK
THOMASCOTT
THYROCARE
TI
TIDEWATER
TIFIN
TIIL
TIINDIA
TIJARIA
TIL
TIMESGTY
TIMETECHNO
TIMKEN
TINPLATE
TIPSINDLTD
TIRUMALCHM
TITAN
TMRVL
TNPETRO
TNPL
TNTELE
TODAYS
TOKYOPLAST
TORNTPHARM
TORNTPOWER
TPLPLASTEH
TREEHOUSE
TRENT
TRENT
TRF
TRIDENT
TRIGYN
TRIL
TRITURBINE
TRIVENI
TTKHLTCARE
TTKPRESTIG
TTL
TTML
TULSI
TV18BRDCST
TVSELECT
TVSMOTOR
TVSSRICHAK
TVTODAY
TVVISION
TWL
UBL
UCALFUEL
UCOBANK
UFLEX
UFO
UGARSUGAR
UJAAS
UJJIVAN
UJJIVAN
ULTRACEMCO
UMANGDAIRY
UMESLTD
UNICHEMLAB
UNIENTER
UNIONBANK
UNIPLY
UNITECH
UNITEDBNK
UNITEDTEA
UNITY
UNIVCABLES
UPL
URJA
USHAMART
USHERAGRO
UTTAMSTL
UTTAMSUGAR
UVSL
V2RETAIL
VADILALIND
VAIBHAVGBL
VAKRANGEE
VALUEIND
VARDHACRLC
VARDMNPOLY
VASCONEQ
VASWANI
VBL
VEDL
VENKEYS
VENUSREM
VESUVIUS
VETO
VGUARD
VHL
VICEROY
VIDEOIND
VIDHIING
VIJAYABANK
VIJIFIN
VIJSHAN
VIKASECO
VIMALOIL
VIMTALABS
VINATIORGA
VINDHYATEL
VINYLINDIA
VIPCLOTHNG
VIPIND
VIPULLTD
VISAKAIND
VISASTEEL
VISHNU
VIVIDHA
VIVIMEDLAB
VLSFINANCE
VMART
VOLTAMP
VOLTAMP
VOLTAS
VRLLOG
VSSL
VSTIND
VSTTILLERS
VTL
WABAG
WABCOINDIA
WALCHANNAG
WANBURY
WEBELSOLAR
WEIZFOREX
WEIZMANIND
WELCORP
WELENT
WELINV
WELSPUNIND
WENDT
WHEELS
WHIRLPOOL
WILLAMAGOR
WINDMACHIN
WINSOME
WIPL
WIPRO
WOCKPHARMA
WONDERLA
WSI
WSTCSTPAPR
XCHANGING
XLENERGY
XPROINDIA
YESBANK
ZANDUREALT
ZEEL
ZEELEARN
ZEEMEDIA
ZENITHBIR
ZENITHEXPO
ZENSARTECH
ZENTEC
ZICOM
ZODIACLOTH
ZODJRDMKJ
ZUARI
ZUARIGLOB
ZYDUSWELL
ZYLOG
